Final.Index,Authors,Pub.Year,Journal,Vol.p-p,Study.ID,Species,Taxon.group,Study.type,Year.span,Year,Population,Lat.Decimal.Degrees,Long.Decimal.Degrees,TemporalDataset,SpatialDataset,GenericYr,GenericSpp,Season,Generic.Population,Trait,Sex,Age,Fitness.Measure,Trait.Name,Trait.Class,Generic.Trait.Class,Fitness.Measure.Defined,Fit.Comp,N,Grad.linear.value,Grad.linear.StErr,Grad.linear.p-value,Grad.quad.value,Grad.quad.StErr,Grad.quad.p-value,Diff.linear.value,Diff.linear.StErr,Diff.linear.p-value,Diff.quad.value,Diff.quad.StErr,Diff.quad.p-value
6802,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2007,2007,OH,51.641,4.8617,6,58,29,1,1,2,2,1,1,1,tarsus length,OtherMO,OMO,fecundity(number of offspring breeding in the next generation),F,80,-0.626,0.255,<0.05,,,,,,,,,
6803,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1979,1979,OH,51.641,4.8617,7,59,1,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,54,-0.04,0.066,ns,,,,,,,,,
6804,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1980,1980,OH,51.641,4.8617,7,60,2,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,72,0.104,0.056,ns,,,,,,,,,
6805,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1981,1981,OH,51.641,4.8617,7,61,3,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,68,0.169,0.055,ns,,,,,,,,,
6806,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1982,1982,OH,51.641,4.8617,7,62,4,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,72,0.035,0.06,ns,,,,,,,,,
6807,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1983,1983,OH,51.641,4.8617,7,63,5,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,75,-0.124,0.057,ns,,,,,,,,,
6808,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1984,1984,OH,51.641,4.8617,7,64,6,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,70,0.01,0.059,ns,,,,,,,,,
6809,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1985,1985,OH,51.641,4.8617,7,65,7,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,83,0.024,0.056,ns,,,,,,,,,
6810,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1986,1986,OH,51.641,4.8617,7,66,8,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,67,0.057,0.06,ns,,,,,,,,,
6811,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1987,1987,OH,51.641,4.8617,7,67,9,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,71,0.031,0.054,ns,,,,,,,,,
6812,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1988,1988,OH,51.641,4.8617,7,68,10,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,103,0.009,0.05,ns,,,,,,,,,
6813,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1989,1989,OH,51.641,4.8617,7,69,11,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,81,0.082,0.056,ns,,,,,,,,,
6814,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1990,1990,OH,51.641,4.8617,7,70,12,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,84,-0.038,0.053,ns,,,,,,,,,
6815,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1991,1991,OH,51.641,4.8617,7,71,13,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,83,0.051,0.053,ns,,,,,,,,,
6816,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1992,1992,OH,51.641,4.8617,7,72,14,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,61,-0.075,0.064,ns,,,,,,,,,
6817,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1993,1993,OH,51.641,4.8617,7,73,15,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,71,0.027,0.061,ns,,,,,,,,,
6818,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1994,1994,OH,51.641,4.8617,7,74,16,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,30,0.166,0.089,ns,,,,,,,,,
6819,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1995,1995,OH,51.641,4.8617,7,75,17,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,46,0.021,0.07,ns,,,,,,,,,
6820,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1996,1996,OH,51.641,4.8617,7,76,18,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,79,0.069,0.057,ns,,,,,,,,,
6821,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1997,1997,OH,51.641,4.8617,7,77,19,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,23,-0.016,0.109,ns,,,,,,,,,
6822,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1998,1998,OH,51.641,4.8617,7,78,20,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,53,-0.017,0.07,ns,,,,,,,,,
6823,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1999,1999,OH,51.641,4.8617,7,79,21,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,43,0.135,0.076,ns,,,,,,,,,
6824,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2000,2000,OH,51.641,4.8617,7,80,22,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,36,0.062,0.084,ns,,,,,,,,,
6825,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2001,2001,OH,51.641,4.8617,7,81,23,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,49,0.008,0.073,ns,,,,,,,,,
6826,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2002,2002,OH,51.641,4.8617,7,82,24,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,70,-0.009,0.06,ns,,,,,,,,,
6827,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2003,2003,OH,51.641,4.8617,7,83,25,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,85,-0.002,0.055,ns,,,,,,,,,
6828,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2004,2004,OH,51.641,4.8617,7,84,26,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,70,0.031,0.061,ns,,,,,,,,,
6829,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2005,2005,OH,51.641,4.8617,7,85,27,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,103,-0.003,0.049,ns,,,,,,,,,
6830,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2006,2006,OH,51.641,4.8617,7,86,28,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,60,0.007,0.066,ns,,,,,,,,,
6831,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2007,2007,OH,51.641,4.8617,7,87,29,1,1,2,1,1,1,2,adult body mass,OtherMO,OMO,survival to the next breeding season,S,79,-0.01,0.057,ns,,,,,,,,,
6832,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1979,1979,OH,51.641,4.8617,8,88,1,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,,,,,,,,,,,,,
6833,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1980,1980,OH,51.641,4.8617,8,89,2,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,,,,,,,,,,,,,
6834,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1981,1981,OH,51.641,4.8617,8,90,3,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,,,,,,,,,,,,,
6835,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1982,1982,OH,51.641,4.8617,8,91,4,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,,,,,,,,,,,,,
6836,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1983,1983,OH,51.641,4.8617,8,92,5,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,38,-0.055,0.082,ns,,,,,,,,,
6837,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1984,1984,OH,51.641,4.8617,8,93,6,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,,,,ns,,,,,,,,,
6838,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1985,1985,OH,51.641,4.8617,8,94,7,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,50,-0.002,0.073,ns,,,,,,,,,
6839,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1986,1986,OH,51.641,4.8617,8,95,8,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,71,-0.02,0.06,ns,,,,,,,,,
6840,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1987,1987,OH,51.641,4.8617,8,96,9,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,68,0.043,0.055,ns,,,,,,,,,
6841,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1988,1988,OH,51.641,4.8617,8,97,10,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,98,0.024,0.051,ns,,,,,,,,,
6842,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1989,1989,OH,51.641,4.8617,8,98,11,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,74,0.004,0.059,ns,,,,,,,,,
6843,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1990,1990,OH,51.641,4.8617,8,99,12,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,76,-0.082,0.054,ns,,,,,,,,,
6844,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1991,1991,OH,51.641,4.8617,8,100,13,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,70,-0.011,0.059,ns,,,,,,,,,
6845,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1992,1992,OH,51.641,4.8617,8,101,14,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,62,-0.059,0.064,ns,,,,,,,,,
6846,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1993,1993,OH,51.641,4.8617,8,102,15,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,79,0.164,0.054,<0.05,,,,,,,,,
6847,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1994,1994,OH,51.641,4.8617,8,103,16,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,54,-0.037,0.069,ns,,,,,,,,,
6848,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1995,1995,OH,51.641,4.8617,8,104,17,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,60,-0.052,0.06,ns,,,,,,,,,
6849,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1996,1996,OH,51.641,4.8617,8,105,18,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,95,0.043,0.052,ns,,,,,,,,,
6850,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1997,1997,OH,51.641,4.8617,8,106,19,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,21,0.046,0.116,ns,,,,,,,,,
6851,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1998,1998,OH,51.641,4.8617,8,107,20,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,56,-0.028,0.068,ns,,,,,,,,,
6852,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1999,1999,OH,51.641,4.8617,8,108,21,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,45,0.079,0.076,ns,,,,,,,,,
6853,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2000,2000,OH,51.641,4.8617,8,109,22,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,31,0.16,0.085,ns,,,,,,,,,
6854,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2001,2001,OH,51.641,4.8617,8,110,23,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,51,-0.097,0.068,ns,,,,,,,,,
6855,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2002,2002,OH,51.641,4.8617,8,111,24,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,71,0.022,0.059,ns,,,,,,,,,
6856,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2003,2003,OH,51.641,4.8617,8,112,25,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,91,0.051,0.053,ns,,,,,,,,,
6857,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2004,2004,OH,51.641,4.8617,8,113,26,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,72,0.064,0.06,ns,,,,,,,,,
6858,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2005,2005,OH,51.641,4.8617,8,114,27,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,105,-0.075,0.048,ns,,,,,,,,,
6859,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2006,2006,OH,51.641,4.8617,8,115,28,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,80,-0.033,0.057,ns,,,,,,,,,
6860,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2007,2007,OH,51.641,4.8617,8,116,29,1,1,2,2,1,1,2,tarsus length,OtherMO,OMO,survival to the next breeding season,S,80,-0.06,0.056,ns,,,,,,,,,
6861,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1979,1979,VL,53.2833,5.0667,9,1,1,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,67,-0.064,0.099,ns,,,,,,,,,
6862,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1980,1980,VL,53.2833,5.0667,9,2,2,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,176,-0.069,0.109,ns,,,,,,,,,
6863,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1981,1981,VL,53.2833,5.0667,9,3,3,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,229,0.036,0.067,ns,,,,,,,,,
6864,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1982,1982,VL,53.2833,5.0667,9,4,4,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,272,0,0.075,ns,,,,,,,,,
6865,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1983,1983,VL,53.2833,5.0667,9,5,5,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,204,-0.03,0.07,ns,,,,,,,,,
6866,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1984,1984,VL,53.2833,5.0667,9,6,6,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,252,-0.036,0.104,ns,,,,,,,,,
6867,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1985,1985,VL,53.2833,5.0667,9,7,7,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,192,-0.068,0.08,ns,,,,,,,,,
6868,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1986,1986,VL,53.2833,5.0667,9,8,8,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,167,-0.099,0.061,ns,,,,,,,,,
6869,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1987,1987,VL,53.2833,5.0667,9,9,9,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,267,-0.066,0.068,ns,,,,,,,,,
6870,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1988,1988,VL,53.2833,5.0667,9,10,10,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,261,-0.092,0.052,ns,,,,,,,,,
6871,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1989,1989,VL,53.2833,5.0667,9,11,11,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,209,-0.118,0.102,ns,,,,,,,,,
6872,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1990,1990,VL,53.2833,5.0667,9,12,12,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,177,-0.146,0.068,ns,,,,,,,,,
6873,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1991,1991,VL,53.2833,5.0667,9,13,13,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,236,0.066,0.068,ns,,,,,,,,,
6874,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1992,1992,VL,53.2833,5.0667,9,14,14,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,252,0.082,0.089,ns,,,,,,,,,
6875,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1993,1993,VL,53.2833,5.0667,9,15,15,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,210,0.076,0.084,ns,,,,,,,,,
6876,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1994,1994,VL,53.2833,5.0667,9,16,16,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,213,0.078,0.095,ns,,,,,,,,,
6877,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1995,1995,VL,53.2833,5.0667,9,17,17,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,220,-0.093,0.077,ns,,,,,,,,,
6878,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1996,1996,VL,53.2833,5.0667,9,18,18,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,100,0.199,0.102,ns,,,,,,,,,
6879,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1997,1997,VL,53.2833,5.0667,9,19,19,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,104,0.229,0.148,ns,,,,,,,,,
6880,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1998,1998,VL,53.2833,5.0667,9,20,20,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,76,-0.099,0.131,ns,,,,,,,,,
6881,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,1999,1999,VL,53.2833,5.0667,9,21,21,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,125,-0.05,0.113,ns,,,,,,,,,
6882,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2000,2000,VL,53.2833,5.0667,9,22,22,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,90,0.051,0.1,ns,,,,,,,,,
6883,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2001,2001,VL,53.2833,5.0667,9,23,23,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,137,-0.095,0.096,ns,,,,,,,,,
6884,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2002,2002,VL,53.2833,5.0667,9,24,24,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,138,-0.13,0.071,ns,,,,,,,,,
6885,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2003,2003,VL,53.2833,5.0667,9,25,25,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,165,0.046,0.115,ns,,,,,,,,,
6886,"Husby, A; Hille, SM; Visser, ME",2011,American Naturalist,178:202-213,158,Parus major,V,L,2004,2004,VL,53.2833,5.0667,9,26,26,1,1,3,1,1,1,1,adult body mass,Size,Size,fecundity(number of offspring breeding in the next generation),F,203,0.012,0.077,ns,,,,,,,,,
